"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Cohesion Metric Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","Inheritance Metric Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules","Number of bugs"
"L60918","ActivityStateManagerImpl$StateContainer","org.broadleafcommerce.core.workflow.state.ActivityStateManagerImpl$StateContainer","L60911","L103","core\broadleaf-framework\src\main\java\org\broadleafcommerce\core\workflow\state\ActivityStateManagerImpl.java","132","5","179","6","0","0","0","0","0","0","0","0","0","0","0","10","3","1","4","0","10","0","0","0","0","0","11","0","0","0","0","0","0","0","37","48","5","5","5","5","10","0","10","5","10","10","0","10","5","37","48","5","5","5","5","10","0","10","5","10","10","0","10","5","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L32584","TestExampleModuleActivity","org.broadleafcommerce.core.workflow.state.test.TestExampleModuleActivity","L61049","L103","integration\src\main\java\org\broadleafcommerce\core\workflow\state\test\TestExampleModuleActivity.java","29","1","41","2","0","0","0","0","0","0","0","0","1","0","0","2","3","1","0","0","2","0.333333","0.333333","5","5","1","2","0.333333","5","2","3","0","0","2","10","13","7","8","0","1","2","0","2","0","17","2","0","17","7","10","13","7","8","0","1","2","0","2","0","17","2","0","17","7","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"L32563","TestPassThroughActivity","org.broadleafcommerce.core.workflow.state.test.TestPassThroughActivity","L61049","L103","integration\src\main\java\org\broadleafcommerce\core\workflow\state\test\TestPassThroughActivity.java","28","1","36","2","0","0","0","0","0","0","0","0","1","0","0","1","3","1","0","0","1","0.5","0.5","6","5","1","1","0.5","6","2","2","0","0","1","6","9","7","7","0","0","1","0","1","0","16","1","0","16","7","6","9","7","7","0","0","1","0","1","0","16","1","0","16","7","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"L61072","TestPassThroughRollbackErrorHandler","org.broadleafcommerce.core.workflow.state.test.TestPassThroughRollbackErrorHandler","L61049","L103","integration\src\main\java\org\broadleafcommerce\core\workflow\state\test\TestPassThroughRollbackErrorHandler.java","28","1","40","2","0","0","0","0","0","0","0","0","1","0","0","2","3","0","0","0","2","0.333333","0.5","8","5","1","2","0.5","8","1","1","0","0","1","8","13","0","0","0","0","2","0","2","1","2","0","0","2","1","8","13","0","0","0","0","2","0","2","1","2","0","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L32589","TestRollbackActivity","org.broadleafcommerce.core.workflow.state.test.TestRollbackActivity","L61049","L103","integration\src\main\java\org\broadleafcommerce\core\workflow\state\test\TestRollbackActivity.java","27","1","34","2","0","0","0","0","0","0","0","0","1","0","0","1","2","1","0","0","1","0.5","0.454545","5","5","1","1","0.454545","5","2","2","0","0","1","6","8","7","7","0","0","1","0","1","0","16","1","0","16","7","6","8","7","7","0","0","1","0","1","0","16","1","0","16","7","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"L61084","TestRollbackHandler","org.broadleafcommerce.core.workflow.state.test.TestRollbackHandler","L61049","L103","integration\src\main\java\org\broadleafcommerce\core\workflow\state\test\TestRollbackHandler.java","35","1","49","2","0","0","0","0","0","0","0","0","1","0","0","1","5","0","0","4","5","0.5","0.277778","5","5","1","1","0.277778","5","1","1","0","0","1","13","15","1","0","1","0","1","0","1","0","1","5","0","1","0","13","15","1","0","1","0","1","0","1","0","1","5","0","1","0","0","0","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L32763","CatalogEndpoint","org.broadleafcommerce.core.web.api.endpoint.catalog.CatalogEndpoint","L32760","L103","core\broadleaf-framework-web\src\main\java\org\broadleafcommerce\core\web\api\endpoint\catalog\CatalogEndpoint.java","81","1","544","2","0.345512","4","26","8","0.269397","0.305851","125","115","2","4","4","75","29","0","0","42","64","0.272727","0.153153","68","64","6","16","0.153153","68","1","1","0","0","1","376","464","7","1","5","1","22","0","21","0","24","212","0","23","2","376","464","7","1","5","1","22","0","21","0","24","212","0","23","2","0","0","108","12","4","0","0","0","0","58","0","1","0","3","0","1","0","7","41","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","4","0","3","5","0","0","0"
"L33064","CheckoutEndpoint","org.broadleafcommerce.core.web.api.endpoint.checkout.CheckoutEndpoint","L33061","L103","core\broadleaf-framework-web\src\main\java\org\broadleafcommerce\core\web\api\endpoint\checkout\CheckoutEndpoint.java","61","1","150","2","0","0","0","0","0","0","0","0","1","5","5","11","22","0","0","18","20","0.666667","0.1625","13","13","2","1","0.1625","13","1","1","0","0","1","67","90","6","0","4","0","2","0","2","0","4","39","0","4","2","67","90","6","0","4","0","2","0","2","0","4","39","0","4","2","0","0","11","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L33187","CustomerEndpoint","org.broadleafcommerce.core.web.api.endpoint.customer.CustomerEndpoint","L33184","L103","core\broadleaf-framework-web\src\main\java\org\broadleafcommerce\core\web\api\endpoint\customer\CustomerEndpoint.java","33","1","38","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0.692308","9","9","1","0","0.692308","9","1","1","0","0","1","4","6","3","0","1","0","0","0","0","0","2","0","0","2","2","4","6","3","0","1","0","0","0","0","0","2","0","0","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L33196","CartEndpoint","org.broadleafcommerce.core.web.api.endpoint.order.CartEndpoint","L33191","L103","core\broadleaf-framework-web\src\main\java\org\broadleafcommerce\core\web\api\endpoint\order\CartEndpoint.java","60","1","353","2","0.209091","2","10","4","0.14966","0.180952","44","38","1","5","5","38","17","0","0","22","30","0.444444","0.176471","45","39","4","5","0.176471","45","1","1","0","0","1","210","294","5","0","3","0","8","0","8","0","10","108","0","10","2","210","294","5","0","3","0","8","0","8","0","10","108","0","10","2","0","0","35","4","2","0","1","0","0","18","0","0","0","2","0","1","0","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","2","1","0","0","1"
"L33301","FulfillmentEndpoint","org.broadleafcommerce.core.web.api.endpoint.order.FulfillmentEndpoint","L33191","L103","core\broadleaf-framework-web\src\main\java\org\broadleafcommerce\core\web\api\endpoint\order\FulfillmentEndpoint.java","56","1","239","2","0","0","0","0","0","0","0","0","1","5","5","37","18","0","0","26","32","0.142857","0.0526316","9","9","1","6","0.0526316","9","1","1","0","0","1","162","184","6","0","4","0","6","0","6","0","8","88","0","8","2","162","184","6","0","4","0","6","0","6","0","8","88","0","8","2","0","0","21","3","0","0","0","0","0","0","0","0","0","4","0","2","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0"
"L33424","OrderHistoryEndpoint","org.broadleafcommerce.core.web.api.endpoint.order.OrderHistoryEndpoint","L33191","L103","core\broadleaf-framework-web\src\main\java\org\broadleafcommerce\core\web\api\endpoint\order\OrderHistoryEndpoint.java","45","1","77","2","0","0","0","0","0","0","0","0","1","3","3","6","7","0","0","4","5","0.5","0.257143","9","9","1","1","0.257143","9","1","1","0","0","1","26","33","3","0","1","0","1","0","1","0","3","13","0","3","2","26","33","3","0","1","0","1","0","1","0","3","13","0","3","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L36114","CategoryBreadcrumbTei","org.broadleafcommerce.core.web.catalog.taglib.tei.CategoryBreadcrumbTei","L36109","L103","core\broadleaf-framework-web\src\main\java\org\broadleafcommerce\core\web\catalog\taglib\tei\CategoryBreadcrumbTei.java","27","1","45","2","0.978022","1","2","1","0.842105","0.857143","16","12","0","1","1","2","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","14","19","0","1","0","1","1","0","1","0","1","8","0","1","0","14","19","0","1","0","1","1","0","1","0","1","8","0","1","0","0","0","17","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L36143","CategoryTei","org.broadleafcommerce.core.web.catalog.taglib.tei.CategoryTei","L36109","L103","core\broadleaf-framework-web\src\main\java\org\broadleafcommerce\core\web\catalog\taglib\tei\CategoryTei.java","27","1","45","2","0.978022","1","2","1","0.842105","0.857143","16","12","0","1","1","2","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","14","19","0","1","0","1","1","0","1","0","1","8","0","1","0","14","19","0","1","0","1","1","0","1","0","1","8","0","1","0","0","0","17","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L36147","GetProductsByCategoryIdTei","org.broadleafcommerce.core.web.catalog.taglib.tei.GetProductsByCategoryIdTei","L36109","L103","core\broadleaf-framework-web\src\main\java\org\broadleafcommerce\core\web\catalog\taglib\tei\GetProductsByCategoryIdTei.java","27","1","45","2","0.978022","1","2","1","0.842105","0.857143","16","12","0","1","1","2","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","14","19","0","1","0","1","1","0","1","0","1","8","0","1","0","14","19","0","1","0","1","1","0","1","0","1","8","0","1","0","0","0","17","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L36539","ChangePasswordValidator","org.broadleafcommerce.core.web.controller.account.validator.ChangePasswordValidator","L37157","L103","core\broadleaf-framework-web\src\main\java\org\broadleafcommerce\core\web\controller\account\validator\ChangePasswordValidator.java","29","1","84","2","0","0","0","0","0","0","0","0","3","2","2","9","4","1","1","6","11","0","0.0714286","3","0","0","6","0.0714286","3","0","0","0","0","0","39","56","3","1","3","1","5","1","5","1","5","16","1","5","1","39","56","3","1","3","1","5","1","5","1","5","16","1","5","1","0","0","18","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"L36730","CustomerAddressValidator","org.broadleafcommerce.core.web.controller.account.validator.CustomerAddressValidator","L37157","L103","core\broadleaf-framework-web\src\main\java\org\broadleafcommerce\core\web\controller\account\validator\CustomerAddressValidator.java","25","1","47","2","0.758621","1","2","1","0.478261","0.5","11","9","2","1","1","3","2","1","2","2","4","0","0","0","0","0","3","0","0","0","0","0","0","0","18","23","0","0","0","0","2","0","2","0","2","9","0","2","0","18","23","0","0","0","0","2","0","2","0","2","9","0","2","0","0","0","18","0","0","0","0","0","0","10","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L37060","UpdateAccountValidator","org.broadleafcommerce.core.web.controller.account.validator.UpdateAccountValidator","L37157","L103","core\broadleaf-framework-web\src\main\java\org\broadleafcommerce\core\web\controller\account\validator\UpdateAccountValidator.java","32","1","73","2","0","0","0","0","0","0","0","0","3","2","2","7","4","1","1","4","7","0","0.103448","3","0","0","4","0.103448","3","0","0","0","0","0","26","42","1","0","1","0","3","0","3","0","3","10","0","3","0","26","42","1","0","1","0","3","0","3","0","3","10","0","3","0","0","0","10","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"L36749","BroadleafManageCustomerAddressesController$1","org.broadleafcommerce.core.web.controller.account.BroadleafManageCustomerAddressesController$1","L36740","L103","core\broadleaf-framework-web\src\main\java\org\broadleafcommerce\core\web\controller\account\BroadleafManageCustomerAddressesController.java","82","95","88","10","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","7","7","0","0","0","0","1","0","1","1","1","2","0","1","1","7","7","0","0","0","0","1","0","1","1","1","2","0","1","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L36759","BroadleafManageCustomerAddressesController$2","org.broadleafcommerce.core.web.controller.account.BroadleafManageCustomerAddressesController$2","L36740","L103","core\broadleaf-framework-web\src\main\java\org\broadleafcommerce\core\web\controller\account\BroadleafManageCustomerAddressesController.java","90","99","96","10","1","1","2","1","1","1","7","7","0","0","0","1","3","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","7","7","0","0","0","0","1","0","1","1","1","2","0","1","1","7","7","0","0","0","0","1","0","1","1","1","2","0","1","1","0","0","15","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L36765","BroadleafManageCustomerAddressesController$3","org.broadleafcommerce.core.web.controller.account.BroadleafManageCustomerAddressesController$3","L36740","L103","core\broadleaf-framework-web\src\main\java\org\broadleafcommerce\core\web\controller\account\BroadleafManageCustomerAddressesController.java","98","102","109","10","1","1","2","1","1","1","12","12","0","1","1","2","2","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","12","12","0","0","0","0","1","0","1","1","1","5","0","1","1","12","12","0","0","0","0","1","0","1","1","1","5","0","1","1","0","0","16","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L37745","BroadleafCheckoutController$1","org.broadleafcommerce.core.web.controller.checkout.BroadleafCheckoutController$1","L37739","L103","core\broadleaf-framework-web\src\main\java\org\broadleafcommerce\core\web\controller\checkout\BroadleafCheckoutController.java","562","95","572","10","0","0","0","0","0","0","0","0","0","1","1","2","3","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","11","11","0","0","0","0","1","0","1","1","1","4","0","1","1","11","11","0","0","0","0","1","0","1","1","1","4","0","1","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L37750","BroadleafCheckoutController$2","org.broadleafcommerce.core.web.controller.checkout.BroadleafCheckoutController$2","L37739","L103","core\broadleaf-framework-web\src\main\java\org\broadleafcommerce\core\web\controller\checkout\BroadleafCheckoutController.java","574","99","580","10","1","1","2","1","1","1","7","7","0","0","0","1","3","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","7","7","0","0","0","0","1","0","1","1","1","2","0","1","1","7","7","0","0","0","0","1","0","1","1","1","2","0","1","1","0","0","15","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L37755","BroadleafCheckoutController$3","org.broadleafcommerce.core.web.controller.checkout.BroadleafCheckoutController$3","L37739","L103","core\broadleaf-framework-web\src\main\java\org\broadleafcommerce\core\web\controller\checkout\BroadleafCheckoutController.java","581","102","593","10","1","1","2","1","1","1","13","12","0","1","1","2","2","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","12","13","0","0","0","0","1","0","1","1","1","5","0","1","1","12","13","0","0","0","0","1","0","1","1","1","5","0","1","1","0","0","16","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L40054","CategoryImpl$1","org.broadleafcommerce.core.catalog.domain.CategoryImpl$1","L40051","L103","core\broadleaf-framework\src\main\java\org\broadleafcommerce\core\catalog\domain\CategoryImpl.java","777","78","782","14","1","1","2","1","1","1","6","6","1","0","0","1","2","0","0","2","3","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","15","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L40063","CategoryImpl$2","org.broadleafcommerce.core.catalog.domain.CategoryImpl$2","L40060","L103","core\broadleaf-framework\src\main\java\org\broadleafcommerce\core\catalog\domain\CategoryImpl.java","800","72","805","14","1","1","2","1","1","1","6","6","1","0","0","1","2","0","0","2","3","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","15","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L40073","CategoryImpl$3","org.broadleafcommerce.core.catalog.domain.CategoryImpl$3","L40070","L103","core\broadleaf-framework\src\main\java\org\broadleafcommerce\core\catalog\domain\CategoryImpl.java","823","69","828","14","1","1","2","1","1","1","6","6","1","0","0","1","2","0","0","2","3","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","15","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L40136","CategoryImpl$4","org.broadleafcommerce.core.catalog.domain.CategoryImpl$4","L40131","L103","core\broadleaf-framework\src\main\java\org\broadleafcommerce\core\catalog\domain\CategoryImpl.java","975","66","981","14","0","0","0","0","0","0","0","0","1","0","0","2","2","0","0","2","3","0","0","0","0","0","2","0","0","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","2","0","1","0","7","7","0","0","0","0","1","0","1","0","1","2","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L40181","CategoryImpl$Presentation$Tab","org.broadleafcommerce.core.catalog.domain.CategoryImpl$Presentation$Tab","L40179","L103","core\broadleaf-framework\src\main\java\org\broadleafcommerce\core\catalog\domain\CategoryImpl.java","1114","9","1133","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","16","20","10","0","10","0","0","10","0","0","0","0","10","0","0","0","0","20","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","11","0","0","0","0","0","0"
"L40187","CategoryImpl$Presentation$Group","org.broadleafcommerce.core.catalog.domain.CategoryImpl$Presentation$Group","L40179","L103","core\broadleaf-framework\src\main\java\org\broadleafcommerce\core\catalog\domain\CategoryImpl.java","1135","9","1150","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","12","16","6","0","6","0","0","6","0","0","0","0","6","0","0","0","0","19","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","10","0","0","0","0","0","0"
"L40926","ProductImpl$1","org.broadleafcommerce.core.catalog.domain.ProductImpl$1","L40924","L103","core\broadleaf-framework\src\main\java\org\broadleafcommerce\core\catalog\domain\ProductImpl.java","592","69","597","15","1","1","2","1","1","1","6","6","1","0","0","1","2","0","0","2","3","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","15","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L40933","ProductImpl$2","org.broadleafcommerce.core.catalog.domain.ProductImpl$2","L40931","L103","core\broadleaf-framework\src\main\java\org\broadleafcommerce\core\catalog\domain\ProductImpl.java","615","68","620","15","1","1","2","1","1","1","6","6","1","0","0","1","2","0","0","2","3","0","0","0","0","0","2","0","0","0","0","0","0","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","6","6","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","15","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L40990","ProductImpl$Presentation$Tab","org.broadleafcommerce.core.catalog.domain.ProductImpl$Presentation$Tab","L40988","L103","core\broadleaf-framework\src\main\java\org\broadleafcommerce\core\catalog\domain\ProductImpl.java","809","9","828","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","18","20","12","0","12","0","0","12","0","0","0","0","12","0","0","0","0","22","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","13","0","0","0","0","0","0"
"L41000","ProductImpl$Presentation$Group","org.broadleafcommerce.core.catalog.domain.ProductImpl$Presentation$Group","L40988","L103","core\broadleaf-framework\src\main\java\org\broadleafcommerce\core\catalog\domain\ProductImpl.java","830","9","852","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","21","23","15","0","15","0","0","15","0","0","0","0","15","0","0","0","0","22","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","13","0","0","0","0","0","0"
"L41012","ProductImpl$Presentation$FieldOrder","org.broadleafcommerce.core.catalog.domain.ProductImpl$Presentation$FieldOrder","L40988","L103","core\broadleaf-framework\src\main\java\org\broadleafcommerce\core\catalog\domain\ProductImpl.java","854","9","863","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","9","10","7","0","7","0","0","7","0","0","0","0","7","0","0","9","10","7","0","7","0","0","7","0","0","0","0","7","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0"
"L40183","CategoryImpl$Presentation$Tab$Name","org.broadleafcommerce.core.catalog.domain.CategoryImpl$Presentation$Tab$Name","L40181","L103","core\broadleaf-framework\src\main\java\org\broadleafcommerce\core\catalog\domain\CategoryImpl.java","1116","13","1123","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","7","8","5","0","5","0","0","5","0","0","0","0","5","0","0","7","8","5","0","5","0","0","5","0","0","0","0","5","0","0","0","0","7","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","4","0","0","0","0","0","0"
"L40185","CategoryImpl$Presentation$Tab$Order","org.broadleafcommerce.core.catalog.domain.CategoryImpl$Presentation$Tab$Order","L40181","L103","core\broadleaf-framework\src\main\java\org\broadleafcommerce\core\catalog\domain\CategoryImpl.java","1125","13","1132","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","7","8","5","0","5","0","0","5","0","0","0","0","5","0","0","7","8","5","0","5","0","0","5","0","0","0","0","5","0","0","0","0","7","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","4","0","0","0","0","0","0"
"L40189","CategoryImpl$Presentation$Group$Name","org.broadleafcommerce.core.catalog.domain.CategoryImpl$Presentation$Group$Name","L40187","L103","core\broadleaf-framework\src\main\java\org\broadleafcommerce\core\catalog\domain\CategoryImpl.java","1137","13","1142","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","5","6","3","0","3","0","0","3","0","0","0","0","3","0","0","5","6","3","0","3","0","0","3","0","0","0","0","3","0","0","0","0","7","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0","0","0"
"L40191","CategoryImpl$Presentation$Group$Order","org.broadleafcommerce.core.catalog.domain.CategoryImpl$Presentation$Group$Order","L40187","L103","core\broadleaf-framework\src\main\java\org\broadleafcommerce\core\catalog\domain\CategoryImpl.java","1144","13","1149","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","5","6","3","0","3","0","0","3","0","0","0","0","3","0","0","5","6","3","0","3","0","0","3","0","0","0","0","3","0","0","0","0","7","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","4","0","0","0","0","0","0"
"L40992","ProductImpl$Presentation$Tab$Name","org.broadleafcommerce.core.catalog.domain.ProductImpl$Presentation$Tab$Name","L40990","L103","core\broadleaf-framework\src\main\java\org\broadleafcommerce\core\catalog\domain\ProductImpl.java","810","13","818","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","8","9","6","0","6","0","0","6","0","0","0","0","6","0","0","8","9","6","0","6","0","0","6","0","0","0","0","6","0","0","0","0","8","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","5","0","0","0","0","0","0"
